Property Type,Building Size,Address,Property Price,Property Description,Ant Tabs Content,City,Crime_Rate_Percentage,Currency,Bedrooms,Bathrooms,Published On Formatted,Published Date,Last Updated On Formatted,Last Updated Date
House,893.4,"2102 - 108 Peter Street, Toronto, Ontario M5V0W2",2575.0,"Never Lived Before! Brand New Unit!Located Just Steps Osgoode Subway Station, TTC, Roy Thompson Hall, OCAD, Multiple Restaurants, Lounges, Bars, Shops, Theatres, And More. This Property Offers Unparalleled Convenience!Bright And Spacious 3-bed, 2-bath Condo Is Nestled In The Entertainment District, Most Vibrant And Iconic Community In Toronto.The Landlord Spend $$$ On Upgrates. 3 LOCKERS ARE INCLUDED IN RENTAL PRICE. A Modern Open Concept Kitchen Features New Built-In Appliances, Upgraded Stone Countertops, Light Underneath Kitchen Cabinets.Three Generously Sized Bedrooms Come With Windows And Closets.Laminate Flooring Throughout.The Building Features Amazing Amenities, Which Include A Party Room, Business Lounge, Humongous Fitness Centre, Yoga Room, Outdoor Pool, And Private Dining Room.Tenant Pays Heat And Hydro.","Basic Info
Property Type
House
Building Size
893.40 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
2102 - 108 Peter Street, Toronto, Ontario M5V0W2",toronto,60.39,USD,3,2,16/01/2025,2025-01-16,07/05/2025,2025-05-07
House,990.28,"351 - 312 John Street, Markham, Ontario L3T0A7",1793.0,"Beautiful Two Bedroom Plus Den Townhouse In The Heart Of Thornhill. Across From The Park/Playground With Gazebo. Stainless Steel Appliances. Laminate Floors Thru-Out. Great Location. Steps To Thornhill Square Mall, Shops, Library, Community Center, Church, Restaurants And Public Transit .Minutes To Hwy 404 & 407. EXTRAS SS French Door Fridge, SS Stove, Dishwasher. SS Microwave Hood, Washer & Dryer","Basic Info
Property Type
House
Building Size
990.28 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
351 - 312 John Street, Markham, Ontario L3T0A7",markham,76.06,USD,3,2,16/01/2025,2025-01-16,19/04/2025,2025-04-19
House,1097.92,"124 Magnolia Cres, Grimsby, Ontario L3M5R5",2152.0,"Beautiful Townhome in Great Neighbourhood! Minutes To Qew. Living-Dining-Kitchen OverlooksBeautiful Backyard. Finished Basement, Concrete Patio. Rare Garage Access to Backyard. 3bedrooms and 4 Bathrooms.Granite countertops in Kitchen. EXTRAS Inclusions: Fridge, Stove, Dishwasher, Washer & Drye","Basic Info
Outdoor Feature
Property Type
House
Building Size
1,097.92 sq ft
Rooms
3 bedroom(s), 4 bathroom(s)
Address
124 Magnolia Cres, Grimsby, Ontario L3M5R5",grimsby,57.93,USD,3,4,16/01/2025,2025-01-16,12/04/2025,2025-04-12
House,699.65,"Main - 38 Lynch Rd, Toronto, Ontario M2J2V5",1255.0,"Lease for main floor unit only. Spacious Home In A Prime Location! New Renovated, Two Bedrooms, Steps To Ttc, Park, Schools, Library, Peanut Plaza - Groceries & Stores. Mins To Fairview Mall, Seneca College, Hwy 404/401 And More. Great For Small Family! Laminate Flooring, Lots Of Natural Lights!","Basic Info
Outdoor Feature
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
Main - 38 Lynch Rd, Toronto, Ontario M2J2V5",toronto,60.39,USD,2,1,16/01/2025,2025-01-16,09/02/2025,2025-02-09
Apartment,699.65,"G512 - 275 Larch St, Waterloo, Ontario N2L0J4",1650.0,"Spacious, Safe For Students & Fully Furnished Two Bedrooms Two Full Washrooms, Just Steps Away From Laurier & A Short Distance To The University Of Waterloo. Conveniently Located Near All Of The Amenities Waterloo Has To Offer. Premier Suite Finishes 8 Foot Ceilings, Plank Laminate Wood Flooring Ceramic Tile In Bathroom In Suite Laundry With Stackable Washer/Dryer Oversized Low E Argon Windows Texture Ceiling & More.Brokerage Remarks EXTRAS S/S Kitchen Appliances: Stove Fridge Dishwasher Range Hood Stacked Washer & Dryer. Fully Furnished W/ Laminate Flooring Throughout Tv Couch Coffee Table Dining Table 4 Dining Chairs 2 Beds 2 Mattress Bedside Table Armoire 2 Desk 2 Chair.","Basic Info
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
G512 - 275 Larch St, Waterloo, Ontario N2L0J4",waterloo,60.39,USD,2,2,16/01/2025,2025-01-16,12/04/2025,2025-04-12
House,1496.18,"Upper - 631 Queensdale Avenue E, Hamilton, Ontario L8V1L8",1972.0,"Large 4 Bedroom Upper Level Unit (Main & Second Level). Prime Hamilton Mountain LOCATION Backing Onto Park! YouWill Be Impressed With The Beauty Of This Renovated, Clean & Fresh Home. Updates Include Vinyl Plank Flooring, WindowsAnd Doors, Pot Lights, 3 Renovated Bathrooms, New Driveway. The Custom Kitchen Features Newer Cabinetry WithQUARTZ Counters, Under-mount Sink, Pot Lights, And Spotless Stainless Steel Appliances. Off The kitchen Is A Dining Area, New 3 pc Bath, And Back Door Access To The Back Yard With Large Wooden Deck Overlooking The Treed Park. The MainFloor Features 2 Bedrooms (One Currently Converted To A Huge Walk-in Closet), With A Renovated 4 pc Ensuite Bath. TheUpper Level Offers 2 Additional Large Bedrooms And Very Convenient 2pc Bath. Backing Onto Eastmount Park With BaseballDiamond, Playset, Splash Pad, And Pavilion. This Location Has It All! Walking Distance To Top Schools And All AmenitiesAnd Minutes To The Hospital, Downtown, Redhill, Linc, 403/QEW. Tenant Pays 60% Utilities. AAA+ Tenants Only. CreditCheck and References Req. PLS NOTE PICS VIRTUALLY STAGED. EXTRAS 2 parking on shared drive, free unlimited street parking (first come first served). Shared main floor laundry room/mudroom, access viaside door or direct from Upper Unit. 1/2 of garage storage. Can remove closet organizer 4th bedroom.","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
4 bedroom(s), 3 bathroom(s)
Address
Upper - 631 Queensdale Avenue E, Hamilton, Ontario L8V1L8",hamilton,59.13,USD,4,3,16/01/2025,2025-01-16,28/04/2025,2025-04-28
Apartment,699.65,"208 - 832 Bay St, Toronto, Ontario M5S1Z6",1685.0,"Fabulous Location and Building Feature, Walking Distance to U of T, Hospitals, Queens Park, Subway, Shopping and Entertainment, East Facing 732 Sqft Huge One Bedroom, 10 ft High Ceiling and SOHO Style Huge Windows. Amenity; Roof Deck, Outdoor pool, whirlpool, gym, billiard room, Theater, party room, meeting room, lounge. Students are welcomed ! EXTRAS S/Steel Fridge, Stove, Dishwasher, Washer & Dryer, Microwave, window covering","Basic Info
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
208 - 832 Bay St, Toronto, Ontario M5S1Z6",toronto,60.39,USD,1,1,16/01/2025,2025-01-16,12/04/2025,2025-04-12
House,1399.31,"330 - 20 Fred Varley Drive, Markham, Ontario L3R1S4",3658.0,"Luxury Boutique Condo In the Heart of Unionville. Next to all the restaurant's, shopping and activities Main St. has to offer. This large 1568 sq.ft. open concept 2+1 bedroom condo overlooks the park with 2 balconies. Oversize windows lets in lots of natural light. The kitchen boasts Miele built in appliances and granite counter tops. EXTRAS 2 side by side parking spots","Basic Info
Outdoor Feature
Property Type
House
Building Size
1,399.31 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
330 - 20 Fred Varley Drive, Markham, Ontario L3R1S4",markham,76.06,USD,3,3,16/01/2025,2025-01-16,07/05/2025,2025-05-07
Apartment,699.65,"419 - 181 Sheppard Ave E, Toronto, Ontario M2N3A6",2259.0,"2 bedrooms with 1parking brand new condo situated in North York Prime location! Totally brand new, and be the first move in this beautiful south exposure quiet unit. featured live and work balance amenities. close to subway and hwy 401, just mins to grocery, parks, banks, church. don't miss out your joyful stay which call as your home! EXTRAS Brand New Integrated Fridge, Stove, Cook Top, Dishwasher, Microwave w/ Hood, Stacked Washer and Dryer. One parking and No locker. No smoking, no cannabis and no pets please!","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
419 - 181 Sheppard Ave E, Toronto, Ontario M2N3A6",toronto,60.39,USD,2,2,16/01/2025,2025-01-16,12/04/2025,2025-04-12
House,592.02,"17 - 6 Bicknell Avenue, Toronto, Ontario M6M4G3",1578.0,"A Mid -Town Ground Floor Townhome. Clean /Updated One Bedroom Condo Townhome. Soaring 9Ft Ceilings, Spacious And Sun Filled, Upgraded Kitchen Cabinets With Granite Counters And Stone Backsplash, Under-Mount Sink & Full Size SS Appliances. Energy Saving Samsung Washer/Dryer. Steps To Transit & 401, 400. York Recreation Center, Schools, Parks, Restaurants & Shopping. EXTRAS Granite Kitchen Counter Top & Back-Splash. Stainless Steel Kitchen Appliances, Laminate Flooring In Living/Dining Room & Kitchen. Window Coverings Front Loading Washer/Dryer.","Basic Info
Property Type
House
Building Size
592.02 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
17 - 6 Bicknell Avenue, Toronto, Ontario M6M4G3",toronto,60.39,USD,1,1,16/01/2025,2025-01-16,12/04/2025,2025-04-12
Apartment,699.65,"710 - 33 Cox Boulevard, Markham, Ontario L3R8A6",1793.0,"Client RemarksLuxury Tridel Condo. 1+1 Br. 24 Hrs Concierge, Walk To Markham Town Centre, School, Shopping, Restaurants. $$$ Amenities Included, Swimming Pool, Fitness Centre, Virtual Golf, Party Room, Gaming Room. One Parking Included. No Cannabis And No Smoking As Per Property Management! EXTRAS All Existing Light Fixtures, Window Coverings, Fridge, Stove, B/I Dishwasher, B/I Microwave, Stove, Washer & Dryer. No Pet(S), No Cannabis And No Smoking As Per Property Management!","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
710 - 33 Cox Boulevard, Markham, Ontario L3R8A6",markham,76.06,USD,2,1,16/01/2025,2025-01-16,12/04/2025,2025-04-12
Apartment,592.02,"106 - 5940 Yonge St, Toronto, Ontario M2M4M6",1721.0,"Welcome to this fully furnished main floor 2-bedroom suite, located in one of North York's most desirable neighborhoods. Just a 10-minute walk or a quick bus ride takes you to the vibrant transit hub at Yonge & Finch, where the TTC, York Regional Transit, and GO Station connect to take you anywhere you need to go. Stroll along Yonge Street and discover an array of shops, restaurants, and everyday conveniences. When its time to unwind, nearby parks and trails offer the perfect escape for walking, running, or cycling. This spacious suite is designed with comfort and convenience in mind. The open-concept layout features a kitchen with a breakfast bar, perfect for entertaining family and friends. High ceilings, fresh paint, new pot lights, and updated flooring create a modern and inviting atmosphere. The suite includes full-size front-loading ensuite laundry and offers plenty of closet space. Enjoy the privacy of your own fenced-in patio, ideal for relaxing or hosting guests. With the added benefit of main floor living, there's no need to wait for an elevator. The suite comes with one underground parking spot and additional visitor parking.","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
106 - 5940 Yonge St, Toronto, Ontario M2M4M6",toronto,60.39,USD,2,1,16/01/2025,2025-01-16,09/02/2025,2025-02-09
House,699.65,"7 - 321 St George St, Toronto, Ontario M5R2R2",1714.0,"This brand-new 1-bedroom ground floor unit at 321 St. George Street offers a modern living experience in the heart of Toronto. Enjoy high-speed internet included with your rent, perfect for work or leisure. The unit features a bright, open-concept living space with stylish finishes, including a sleek kitchen with stainless steel appliances, a spacious bedroom with ample closet space, and a modern bathroom. The large windows allow natural light to fill the space, and the private outdoor patio offers a peaceful retreat. With easy access to public transit, restaurants, and shops, this unit is the ideal choice for those looking for convenience and comfort. Don't miss out on this exceptional opportunity to live in a brand-new home!","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
7 - 321 St George St, Toronto, Ontario M5R2R2",toronto,60.39,USD,1,1,16/01/2025,2025-01-16,09/02/2025,2025-02-09
House,1087.15,"29 Donald Street, Belleville, Ontario K8P2J1",1757.0,"Welcome to this newly renovated three bedroom detached house in the heart of the city. This home is move-in ready, the flooring throughout has been updated in Nov 2024, the washroom was updated in Dec 2024, the entire home has been freshly painted and the landlord will install brand new appliances in Jan 2025. Prime location!! Surrounded by many shops, grocery stores (Metro and FreshCo), and easy access to public transportation + it's a 5 minute drive from Quinte Mall and the 401 HWY. Located 7 minutes away from Loyalist College, 7 minutes away from Belleville Harbour and the Prince Edward County bridge. Enjoy an extra large backyard with a large covered deck.","Basic Info
Property Type
House
Building Size
1,087.15 sq ft
Rooms
3 bedroom(s), 1 bathroom(s)
Address
29 Donald Street, Belleville, Ontario K8P2J1",belleville,70.03,USD,3,1,16/01/2025,2025-01-16,08/04/2025,2025-04-08
Apartment,592.02,"1405 - 55 Oneida Cres, Richmond Hill, Ontario L4B0E8",1929.0,"Large and bright 1 plus den in the heart of Richmond Hill, Bright and unobstructed west view, 665 sqft, open concept with 9 ft ceiling, floor to ceiling window, modern kitchen with S/S appliances, close to all amenities, GO station, Hwy 7 & 407 and shopping. CAN BE LEASED COMPLETELY FURNISHED FOR $200 MORE A MONTH. EXTRAS Fridge, stove, B/I dishwasher, B/I microwave, washer, dryer, all elf's","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
1405 - 55 Oneida Cres, Richmond Hill, Ontario L4B0E8",richmond hill,60.39,USD,2,1,02/01/2025,2025-01-02,12/04/2025,2025-04-12
Apartment,699.65,"405 - 15 Kneeshaw Dr, Barrie, Ontario L9J0X9",1506.0,"Discover modern living at the Luna Building in The Elements Complex, Barrie! This spacious 1-bedroom suite features over 700 sq.ft of carpet-free elegance, complete with an open-concept kitchen boasting a stunning stone waterfall island and matching backsplash. Enjoy the unique 4-season solarium balcony for year-round comfort or extra storage. This suite is designed with modern finishes, pot lights, a water filtration system and air purification for healthier living. Immerse yourself in nature-inspired amenities like custom waterfalls, fire features, shared gym overlooking foyer, outdoor jogging track with fitness stations, kids playground and outdoor EV car charging stations. Perfectly located with easy access to Highway 400, Barrie's South GO Station, downtown, the waterfront, trails, and Park Place Shopping Center. This is the lifestyle upgrade you've been waiting for!","Basic Info
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
405 - 15 Kneeshaw Dr, Barrie, Ontario L9J0X9",barrie,48.54,USD,1,1,26/12/2024,2024-12-26,27/12/2024,2024-12-27
House,1194.79,"32 - 81 Armdale Rd, Mississauga, Ontario L4Z0C7",2080.0,"Option To Rent 6 Months As Well, Please Inquire Listing Agent. Prefer 1 Year for This Listing Price. Stunning New 2 Bedroom & 2 Bathroom, Condo Townhouse In The Heart Of Mississauga! First Class Townhouse with over $50, 000 upgrades!! 2nd Floor Featuring Its Best Unit/Layout/View You Name It In Complex! All Brand New S/S Appliances. All Hardwood Floors, 9 Foot Ceilings.Large Windows Throughout, Carpets Free With Lots Of Sunlight. Large Kitchen Island With Quartz Countertops.Close To 403, 410, Qew & 407 Highways & Cooksville Go Station & New LRT. Just Walking Distance To Transit Bus Stop, Park, Pharmacy, Schools & Grocery Stores & Square One & U Of T Campus","Basic Info
Outdoor Feature
Property Type
House
Building Size
1,194.79 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
32 - 81 Armdale Rd, Mississauga, Ontario L4Z0C7",mississauga,93.29,USD,2,2,26/12/2024,2024-12-26,09/02/2025,2025-02-09
Apartment,592.02,"1015 - 150 Sudbury St, Toronto, Ontario M6J3S8",1793.0,"Modern Loft With Parking! Amazing Location - in the Heart of West Queen West and Only Steps Away From the Ossington Strip, Drake Hotel and Trinity Bellwoods Park. This Cool Unit Boasts Lofty Finishes Like Exposed Duct-Work, Floor to Ceiling Windows and Concrete Walls. Open Concept, Split Bedroom Layout With Plenty of Room for a Kitchen Island and Dining Table. Enjoy a Walk-Out Balcony and Ensuite Laundry. Every Convenience at Your Doorstep Including Metro, Freshco, Dollarama, Wine Shop, Starbucks, Tim Hortons, Queen Streetcar and Plenty of Restaurants.","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
1015 - 150 Sudbury St, Toronto, Ontario M6J3S8",toronto,60.39,USD,2,1,23/12/2024,2024-12-23,27/12/2024,2024-12-27
